,Price,DEMA,EMA,HT,KAMA,MA,MIDPOINT,MIDPRICE,SAR,SAREXT,SMA,T3,TEMA,WMA,ADX,ADXR,APO,AROONOSC,BOP,CCI,CMO,DX,MINUS_DI,MOM,PLUS_DI,PLUS_DM,PPO,ROC,ROCR100,RSI,TRIX,ULTOSC,WILLR
88,38130.3,42874.80947980261,45328.28719335098,44870.534375,44969.70039431252,46201.60666666665,42969.7,42728.15,42728.15,-66967.1,46201.60666666665,44069.92237691033,41832.449542415794,41832.449542415794,31.87135956955296,25.477312802575327,-2046.2705128204834,-64.28571428571429,-0.4989896073902992,-154.13697853555345,-40.77076838866387,59.236015435863166,24.800545086892168,-9678.799999999996,6.348871731919521,2699.548178975813,-4.454640598680662,-20.24468145185748,79.75531854814251,29.614615805668066,-0.19743978529235262,59.51356821086032,-92.86839774369493
89,39168.4,42263.91369940498,44930.87511636059,44400.026875,44677.97244751381,45879.90666666665,42969.7,42728.15,42728.15,-66967.1,45879.90666666665,43331.34134573428,41089.09222898472,41089.09222898472,33.228061729682025,26.093847713155597,-2331.5147435897015,-64.28571428571429,-0.3993168232280111,-101.96048556203247,-32.644016149995025,50.86518981135987,23.42488186999609,-5235.0,7.629176258703177,3189.1233090489704,-5.117288857208145,-11.789637730444069,88.21036226955593,33.67799192500249,-0.20918921111482414,55.84509193163668,-83.1895948906811
90,39878.3,41805.061039558954,44604.902528208295,44007.79125,44508.580265190154,45638.16999999999,42969.7,42728.15,42728.15,-66967.1,45638.16999999999,42643.39622299922,40581.72733887169,40581.72733887169,32.878656338846596,25.603518759249006,-2639.107051282008,-64.28571428571429,-0.5423633039720781,-59.46732276834987,-27.234575598030908,28.336386257986035,21.540012023235555,-5686.0,12.028039331950826,5077.328786974043,-5.837671380808613,-12.479068042305052,87.52093195769494,36.38271220098454,-0.22148039748295378,54.486253137221105,-76.57078924059483
91,41553.7,41604.69253686515,44408.05075219485,43683.124375,44439.25195362488,45456.86999999999,42969.7,42600.7,42600.7,-66967.1,45456.86999999999,42108.45135595579,40456.993749972855,40456.993749972855,32.554208475927986,25.60654939723115,-2673.585897435849,-64.28571428571429,-0.5313807531380783,-27.71464808483361,-15.285223610872551,28.33638625798604,20.293822263503433,-4040.100000000006,11.332161380306081,4714.662445047326,-5.940612984744599,-8.861073216095184,91.13892678390482,42.357388194563725,-0.23311655919442398,53.64432437054748,-59.99942696693603
92,42203.4,41510.259778370935,44265.815219795186,43476.981507352946,44370.72271492006,45237.73666666666,42207.3,42050.95,42050.95,-66967.1,45237.73666666666,41761.04592442648,40481.32479848002,40481.32479848002,33.1816415053054,26.16697066443797,-2692.4647435896914,-57.142857142857146,0.5638248847926275,-38.692722482807206,-10.934274583267792,41.33827088721178,24.79638317508261,-4080.9000000000015,10.29161248162126,4377.90084182966,-6.017484701723978,-8.817028668468573,91.18297133153142,44.5328627083661,-0.24367590919170956,57.25021023511092,-48.37318991367075
93,40001.4,41155.540330912954,43990.691657227755,43356.80622097524,44185.496352125774,44941.21333333331,42207.3,42050.95,42050.95,-66967.1,44941.21333333331,41494.10373661538,40118.527586439974,40118.527586439974,33.76425788972728,26.495871725369675,-2861.8326923076384,-42.85714285714286,-0.0058919296069451736,-59.179987142438065,-21.717837896051073,41.33827088721178,23.120801004631733,-3791.4000000000015,9.596170640057734,4065.193638841827,-6.438701513190119,-8.657587548638135,91.34241245136187,39.14108105197446,-0.254389062015159,53.99354675133513,-71.87096498810172
94,40003.2,40840.53552692148,43733.434130955,43239.17782933438,44002.539437267675,44639.176666666644,42207.3,42014.4,42014.4,-66967.1,44639.176666666644,41264.99108687125,39816.405183580864,39816.405183580864,34.448945742562344,27.035480911712575,-3018.469230769173,-42.85714285714286,0.2794177112818425,-54.459713331559435,-21.704866118280485,43.34988782941812,23.11977976431648,-4611.0,9.136652541829854,3774.8226646388393,-6.847618539059643,-10.335274419355278,89.66472558064473,39.14756694085976,-0.2650555663148535,52.848183691573546,-71.63045816304586
95,39452.0,40492.55177846724,43457.21257411919,43045.23931269351,43842.03147085389,44393.18999999997,42207.3,41444.05,41444.05,-66967.1,44393.18999999997,41039.338946974276,39467.36198769909,39467.36198769909,35.754909866347134,28.25409306178931,-3003.183333333269,-100.0,0.7124649166253911,-98.86161360000047,-24.363142511147775,52.73244347554942,27.005539587949617,-3343.4000000000015,8.357660231835721,3505.1924743074937,-6.87171484543766,-7.812521906560055,92.18747809343995,37.818428744426114,-0.27581470763073934,59.11298619950042,-69.8543848982887
96,37276.6,39912.04757496685,43058.463375788924,42716.537921052644,43397.44826339012,44002.59333333331,40945.399999999994,40260.399999999994,40260.399999999994,-66967.1,44002.59333333331,40733.853848228486,38782.970185218124,38782.970185218124,37.236267688257215,29.51999991177266,-3168.526923076868,-100.0,0.3564564337331153,-121.45476983214644,-33.90146105134365,56.493919373088296,26.470009764183956,-3590.5999999999985,7.35879313144588,3254.82158328553,-7.324815987579067,-8.786019105786547,91.21398089421345,33.04926947432818,-0.2876818020044358,55.587472869449265,-79.69723510559945
97,35391.1,39157.61903652387,42563.794770899316,42357.15371428573,42826.94897525274,43591.80666666665,40002.649999999994,39289.3,39289.3,-66967.1,43591.80666666665,40286.03460771238,37858.38412117678,37858.38412117678,38.888025244902856,30.96920686328974,-3249.6711538461022,-100.0,0.6614121075639167,-214.328621852932,-40.86249051289113,60.36087348129621,27.496996818136267,-4345.800000000003,6.796900715844672,3022.3343273365635,-7.6066328267792365,-10.936434397247908,89.06356560275209,29.568754743554432,-0.30132638159381386,57.91335545857416,-86.04105029585803
98,33824.8,38286.13466922248,41999.98865664775,41980.1416948052,41879.15836954169,43067.976666666655,38310.100000000006,38333.15,38333.15,-66967.1,43067.976666666655,39672.838587260645,36782.893318141476,36782.893318141476,40.51246010084332,32.78534024965611,-3339.1878205127796,-100.0,0.41376129865339145,-206.90081529899146,-45.95433971803555,61.63011322806936,27.322399175627243,-4305.5,6.486151260854564,2806.4533039553803,-7.908233014895696,-11.291545044229911,88.7084549557701,27.02283014098223,-0.3171086488011232,54.389673378319436,-95.8142370814491
99,33603.3,37477.24425134801,41458.266807831766,41509.38976623378,41011.05393301121,42546.26999999999,37903.350000000006,37303.05,37303.05,-66967.1,42546.26999999999,38944.82106000952,35821.054326056226,35821.054326056226,42.27225928491323,34.88587537874086,-3422.6096153845792,-100.0,0.834387983381273,-174.15348824923973,-46.65385786677209,65.14964867782219,29.43016590789118,-5565.0999999999985,6.210437803357684,2605.992353672853,-8.18874995559979,-14.208137171801749,85.79186282819825,26.673071066613957,-0.3345542144853719,51.38274650349719,-85.15569323159662
100,32298.9,36590.35495016402,40867.33991700391,40936.49551948053,40048.494755618674,41993.70666666665,37251.15,37147.2,37147.2,-66967.1,41993.70666666665,38125.382405956654,34764.1479264934,34764.1479264934,43.961005304302354,36.8636956728388,-3431.917307692267,-71.42857142857143,0.19532710280373916,-148.77219695424859,-50.70056559933964,65.91470355636095,28.84298964427569,-7579.4000000000015,5.925465502893074,2419.8500426962205,-8.305736701839653,-19.00632674913424,80.99367325086575,24.649717200330187,-0.3538621907680506,51.75322023066406,-94.74417660304921
101,32131.4,35775.43328305019,40303.730890100436,40342.26272727274,39109.161904968,41420.61999999998,37167.4,36042.15,36042.15,-66967.1,41420.61999999998,37269.30372071859,33831.9471458712,33831.9471458712,45.878652991759964,38.875006280656464,-3485.068589743547,-78.57142857142857,0.7134308307635946,-128.35677866292133,-51.212362106793165,70.80807292870887,31.914628352770446,-9422.299999999996,5.454364582464922,2247.003611075062,-8.544645941522264,-22.67499645037625,77.32500354962374,24.393818946603414,-0.37454034008294057,54.59285690835781,-79.97731053143947
102,29793.8,34755.207211067944,39625.6708326746,39560.66051948053,38016.86078776864,40855.21666666665,35998.6,35937.6,35937.6,-66967.1,40855.21666666665,36347.44454757187,32617.01648847675,32617.01648847675,47.68938632022047,40.45872402495125,-3664.0012820512347,-85.71428571428572,-0.6018721830579008,-125.0673003485645,-57.79709021682079,71.22891959020708,30.23167037161145,-12409.600000000002,5.0797366546820895,2086.503353141129,-9.131436734535963,-29.404266007004175,70.59573399299582,21.10145489158961,-0.39739597547255867,48.433083197727186,-96.35151039623382
103,30837.2,33972.01495780953,39058.67271443753,38658.90175324676,37377.86711622095,40392.32999999998,35998.6,35937.6,35937.6,-66967.1,40392.32999999998,35441.01225446907,31769.52589746233,31769.52589746233,48.647761733724096,40.763209036285346,-3932.26217948713,-85.71428571428572,-0.6712805224304381,-89.48700229798514,-48.18334170776469,61.10664210927115,28.658859769863753,-9164.2,6.91864267777063,2783.667399345335,-9.955004947050664,-22.909698160564385,77.09030183943561,25.90832914611766,-0.4211621714500069,50.05218560039722,-88.47964510969611
104,31785.4,33391.9733919182,38589.42931350608,37711.28551093644,36950.634030457135,39962.12333333331,35998.6,35797.75,35797.75,-66967.1,39962.12333333331,34638.75880720338,31227.930503727694,31227.930503727694,49.10347306480732,40.82884077036765,-4184.1326923076485,-85.71428571428572,0.22524418996295006,-67.13888594873727,-39.845093802771935,55.02772036888929,27.50238852256306,-8217.799999999996,7.978219019263625,3106.034013677812,-10.760535141206171,-20.542856571474278,79.45714342852573,30.077453098614033,-0.444829102071842,52.005029309042506,-80.92346109085864
105,31518.6,32844.35918746213,38133.246777150845,36845.0893776107,36431.588947534794,39479.53333333331,35998.6,35787.3,35787.3,-66967.1,39479.53333333331,33959.80336328412,30734.39911867348,30734.39911867348,49.52983607102776,41.355738788166576,-4395.46346153842,-78.57142857142857,0.1898161244695857,-64.84386861389214,-40.8535902300737,55.07255515189343,27.00956787671861,-7933.4000000000015,7.825181380186019,2884.1744412722537,-11.449951893631473,-20.10899320693501,79.89100679306499,29.573204884963143,-0.46825071359971604,53.826961208242096,-82.95224714764326
106,31394.0,32344.04848746484,37698.456662495955,36197.94592105264,35867.50061555916,38959.62333333331,34898.5,35086.2,35086.2,-66967.1,38959.62333333331,33398.37639236197,30308.921423922882,30308.921423922882,49.631807270079435,41.698032579903355,-4567.885256410213,-71.42857142857143,-0.3806895380434781,-58.06746027485139,-41.34813096140626,50.95743285775121,26.11114403232871,-5882.5999999999985,8.482904817102266,3003.1619811813785,-12.07046927980532,-15.780945687106652,84.21905431289335,29.32593451929687,-0.4912247263267111,47.95807136686849,-81.96156509695291
